,Mes,REGION_DE_ORIGEN,SUBPARTIDA,CIIU Rev. 4 A.C (2021),Descripción Arancelaria,PESO_NETO_KGS,VALOR_FOB_USD,División,Grupo,Clase,Descripción
3915,2022-08-01,ATLANTICO,4104110000,1511.0,"Cueros y pieles, curtidos, de bovino (incluido el búfalo) o de equino, en estado húmedo (incluido el ""wet blue"") con plena flor sin dividir y divididos con la flor",207094.0,324984.58,,,1511.0,Curtido y recurtido de cueros; recurtido y teñido de pieles
3916,2022-08-01,ATLANTICO,4106400000,1511.0,"Cueros y pieles de reptil curtidos o ""crust"" , incluso divididas pero sin otra preparación",662.0,102000.0,,,1511.0,Curtido y recurtido de cueros; recurtido y teñido de pieles
3917,2022-08-01,ATLANTICO,4107990000,1511.0,"Los demás cueros preparados después del curtido o secado y cueros y pieles apergaminados, incluidas las hojas, de bovino (incluido el búfalo) o equino, depilados, incluso divididos, excepto los de la partida 41.14",29699.0,340696.68,,,1511.0,Curtido y recurtido de cueros; recurtido y teñido de pieles
3918,2022-08-01,ATLANTICO,4202129000,1513.0,"Los demás maletines, incluidos los de aseo y portadocumentos, carteras de manos (portafolios), cartapacios y continentes similares, con la superficie exterior de plástico o de materias textiles",0.19,21.9,,,1513.0,"Fabricación de artículos de viaje, bolsos de mano y artículos similares; artículos de talabartería y guarnicionería elaborados en otros materiales"
3919,2022-08-01,ATLANTICO,4202210000,1512.0,"Bolsos de mano, incluso con bandolera o sin asas, con la superficie exterior de cuero natural, de cuero regenerado o cuero charolado",58.42,331.2,,,1512.0,"Fabricación de artículos de viaje, bolsos de mano y artículos similares elaborados en cuero, y fabricación de artículos de talabartería y guarnicionería"
3920,2022-08-01,ATLANTICO,4202290000,1513.0,"Los demás bolsos de mano, incluso con bandolera o sin asas",20.0,4081.0,,,1513.0,"Fabricación de artículos de viaje, bolsos de mano y artículos similares; artículos de talabartería y guarnicionería elaborados en otros materiales"
3921,2022-08-01,ATLANTICO,4202920010,1513.0,"Mochilas (morrales), con la superficie exterior de hojas de plástico o de materia textil",38.04,194.32,,,1513.0,"Fabricación de artículos de viaje, bolsos de mano y artículos similares; artículos de talabartería y guarnicionería elaborados en otros materiales"
3922,2022-08-01,ATLANTICO,4202920090,1513.0,Los demás sacos de viaje y mochilas con la superficie exterior de hojas de plástico o de materia textil,612.0,1320.78,,,1513.0,"Fabricación de artículos de viaje, bolsos de mano y artículos similares; artículos de talabartería y guarnicionería elaborados en otros materiales"
3923,2022-08-01,ATLANTICO,4203400000,1410.0,"Los demás complementos (accesorios) de vestir, de cuero natural o cuero regenerado",500.0,215.0,,141.0,1410.0,"Confección de prendas de vestir, excepto prendas de piel"
3924,2022-08-01,ATLANTICO,4401390000,1690.0,"Aserrín, desperdicios y desechos de madera, incluso aglomerados en leños, briquetas o formas similares",49080.0,18134.08,,169.0,1690.0,"Fabricación de otros productos de madera; fabricación de artículos de corcho, cestería y espartería"
3925,2022-08-01,ATLANTICO,4402900000,220.0,"Los demás carbones vegetales (comprendido el de cáscaras o de huesos [carozos] de frutos), incluso aglomerados",395072.4,193501.42,,22.0,220.0,Extracción de madera 
3926,2022-08-01,ATLANTICO,4407990000,1610.0,"Las demás maderas aserradas o desbastadas longitudinalmente, cortada o desenrollada, incluso cepillada, lijada o unida por entalladuras múltiples, de espesor superior a 6 mm",38048.7,37835.0,,161.0,1610.0,"Aserrado, acepillado e impregnación de la madera"
3927,2022-08-01,ATLANTICO,4409221000,1610.0,"Madera (incluidas las tablillas y frisos para parqués, sin ensamblar)perfilada longitudinalmente en una o varias caras ,cantos o extremos, incluso cepilladas, lijadas o unidas por los extremos de ipé(cañaguate, ébano verde, lapacho, polvillo, roble morado, tahuari negro, tajibo)",15.9,5590.0,,161.0,1610.0,"Aserrado, acepillado e impregnación de la madera"
3928,2022-08-01,ATLANTICO,4410110000,1620.0,"Tableros de partículas, de madera",31941.0,42206.66,,162.0,1620.0,"Fabricación de hojas de madera para enchapado; fabricación de tableros contrachapados, tableros laminados, tableros de partículas y otros tableros y paneles"
3929,2022-08-01,ATLANTICO,4414900000,1690.0,"Los demás marcos de madera para cuadros, fotografías, espejos u objetos similares",150.0,30.0,,169.0,1690.0,"Fabricación de otros productos de madera; fabricación de artículos de corcho, cestería y espartería"
3930,2022-08-01,ATLANTICO,4418210000,1630.0,"Puertas y sus marcos, contramarcos y umbrales, de maderas tropicales",52.91,300.0,,163.0,1630.0,"Fabricación de partes y piezas de madera, de carpintería y ebanistería para la construcción"
3931,2022-08-01,ATLANTICO,4420190000,1690.0,"Las demás estatuillas y demás objetos de adorno, de madera",28.799999999999997,590.0,,169.0,1690.0,"Fabricación de otros productos de madera; fabricación de artículos de corcho, cestería y espartería"
3932,2022-08-01,ATLANTICO,4420900000,1690.0,"Los demás artículos de marquetería y taracea; cofres, cajas y estuches para joyería u orfebrería y manufacturas similares de madera; artículos de mobiliario no comprendidos en el capítulo 94",19.2,21.0,,169.0,1690.0,"Fabricación de otros productos de madera; fabricación de artículos de corcho, cestería y espartería"
3933,2022-08-01,ATLANTICO,4602190000,1690.0,"Los demás artículos de cestería obtenidos directamente o en su forma, de materia vegetal",38.4,1331.0,,169.0,1690.0,"Fabricación de otros productos de madera; fabricación de artículos de corcho, cestería y espartería"
3934,2022-08-01,ATLANTICO,4707100000,1709.0,Desperdicios y desechos de papel o de cartón kraft crudos o de papel o cartón corrugado,144510.0,31070.0,,,1709.0,Fabricación de otros artículos de papel y cartón
3935,2022-08-01,ATLANTICO,4801000000,1701.0,Papel prensa en bobinas (rollos) o en hojas,19519.0,32277.06,,,1701.0,Fabricación de pulpas (pastas) celulósicas; papel y cartón
3936,2022-08-01,ATLANTICO,4811499000,1709.0,Los demás papeles y cartones engomados o adhesivos,42.64,81.0,,,1709.0,Fabricación de otros artículos de papel y cartón
3937,2022-08-01,ATLANTICO,4818100000,1709.0,Papel higiénico,67418.51,129984.0,,,1709.0,Fabricación de otros artículos de papel y cartón
3938,2022-08-01,ATLANTICO,4818200000,1709.0,"Pañuelos, toallitas de desmaquillar y toallas de pasta de papel, papel",85992.84,199324.16,,,1709.0,Fabricación de otros artículos de papel y cartón
3939,2022-08-01,ATLANTICO,4818300000,1709.0,"Manteles y servilletas, de pasta de papel, papel y guata de celulosa",18600.27,48486.61,,,1709.0,Fabricación de otros artículos de papel y cartón
3940,2022-08-01,ATLANTICO,4819100000,1702.0,Cajas de papel o cartón corrugados,89590.70999999999,195527.55,,,1702.0,"Fabricación de papel y cartón ondulado (corrugado); fabricación de envases, empaques y de embalajes de papel y cartón."
3941,2022-08-01,ATLANTICO,4819200000,1702.0,"Cajas y cartonajes, plegables, de papel o cartón sin corrugar",9076.55,44777.45,,,1702.0,"Fabricación de papel y cartón ondulado (corrugado); fabricación de envases, empaques y de embalajes de papel y cartón."
3942,2022-08-01,ATLANTICO,4819400000,1702.0,"Los demás sacos (bolsas); bolsitas y cucuruchos, de papel, cartón, guata de celulosa o napas de fibras de celulosa",1076414.3,2130526.03,,,1702.0,"Fabricación de papel y cartón ondulado (corrugado); fabricación de envases, empaques y de embalajes de papel y cartón."
3943,2022-08-01,ATLANTICO,4820100000,1709.0,"Libros registro, libros de contabilidad, talonarios (de notas, de pedidos o de recibos), memorandos, bloques de papel de cartas, agendas y artículos similares, de papel o cartón",3875.0,54875.490000000005,,,1709.0,Fabricación de otros artículos de papel y cartón
3944,2022-08-01,ATLANTICO,4820200000,1709.0,Cuadernos de papel,149234.61,349483.2,,,1709.0,Fabricación de otros artículos de papel y cartón
3945,2022-08-01,ATLANTICO,4820300000,1709.0,"Clasificadores, encuadernaciones (excepto las cubiertas para libros), carpetas y cubiertas para documentos",275.0,2132.13,,,1709.0,Fabricación de otros artículos de papel y cartón
3946,2022-08-01,ATLANTICO,4820900000,1709.0,"Las demás carpetas de mesa, y demás artículos escolares, de oficina o de papelería, y cubiertas para libros de papel o cartón",48.0,20.0,,,1709.0,Fabricación de otros artículos de papel y cartón
3947,2022-08-01,ATLANTICO,4821100000,1709.0,"Etiquetas de todas clases impresas, de papel o cartón",21.41,470.49,,,1709.0,Fabricación de otros artículos de papel y cartón
3948,2022-08-01,ATLANTICO,4821900000,1709.0,"Las demás etiquetas de todas clases, de papel o cartón",652.2,20388.37,,,1709.0,Fabricación de otros artículos de papel y cartón
3949,2022-08-01,ATLANTICO,4822900000,1709.0,"Los demás carretes, bobinas, canillas y soportes similares, de pasta de papel, papel o cartón, incluso perforados o endurecidos",138.0,295.08,,,1709.0,Fabricación de otros artículos de papel y cartón
3950,2022-08-01,ATLANTICO,4823690000,1709.0,"Las demás bandejas, fuentes, platos, tazas, vasos y artículos similares, de papel o cartón",73795.8,182148.75,,,1709.0,Fabricación de otros artículos de papel y cartón
3951,2022-08-01,ATLANTICO,4901910000,5811.0,"Diccionarios y enciclopedias, incluso en fascículos",250.0,4125.51,,,5811.0,Edición de libros
3952,2022-08-01,ATLANTICO,4901999000,5811.0,"Los demás libros, folletos e impresos similares",5961.88,46123.060000000005,,,5811.0,Edición de libros
3953,2022-08-01,ATLANTICO,4910000000,5819.0,"Calendarios de cualquier clase impresos, incluidos los tacos de calendario",659.6,5516.0,,,5819.0,Otros trabajos de edición
3954,2022-08-01,ATLANTICO,4911100000,5819.0,"Impresos publicitarios, catálogos comerciales y similares",1202.1799999999998,3931.42,,,5819.0,Otros trabajos de edición
3955,2022-08-01,ATLANTICO,5402470000,2030.0,"Los demás hilados sencillos de poliésteres, sin torsión o con una torsión inferior o igual a 50 vueltas por metro",688.8,12016.5,,203.0,2030.0,Fabricación de fibras sintéticas y artificiales
3956,2022-08-01,ATLANTICO,5404900000,2030.0,Tiras y formas similares (por ejemplo: paja artificial) de materias textiles sintéticas de anchura aparente inferior o igual a 5 mm,36.0,72.0,,203.0,2030.0,Fabricación de fibras sintéticas y artificiales
3957,2022-08-01,ATLANTICO,5602900000,1399.0,"Los demás fieltros, incluso impregnados, recubiertos, revestidos o estratificados",3691.35,15710.0,,,1399.0,Fabricación de otros artículos textiles n.c.p.
3958,2022-08-01,ATLANTICO,5603110000,1399.0,"Telas sin tejer, incluso impregnadas, recubiertas, revestidas o estratificadas, de filamentos sintéticos o artificiales, de peso inferior o igual a 25 g/m2",3.0,55.0,,,1399.0,Fabricación de otros artículos textiles n.c.p.
3959,2022-08-01,ATLANTICO,5806329000,1399.0,"Las demás cintas de fibras sintéticas o artificiales, excepto los artículos de la partida 58.07",39.6,90.71,,,1399.0,Fabricación de otros artículos textiles n.c.p.
3960,2022-08-01,ATLANTICO,5807100000,1399.0,"Etiquetas, escudos y artículos similares tejidos de materia textil, en pieza, cintas o recortados, sin bordar",1111.8799999999999,114034.41,,,1399.0,Fabricación de otros artículos textiles n.c.p.
3961,2022-08-01,ATLANTICO,5807900000,1399.0,"Las demás etiquetas, escudos y demás artículos similares, de materias textiles, en pieza, en cintas o recortados, sin bordar",15.46,1997.02,,,1399.0,Fabricación de otros artículos textiles n.c.p.
3962,2022-08-01,ATLANTICO,6104440000,1410.0,"Vestidos de punto, de fibras artificiales, para mujeres o niñas",5.6,2261.0,,141.0,1410.0,"Confección de prendas de vestir, excepto prendas de piel"
3963,2022-08-01,ATLANTICO,6109100000,1410.0,"""T-shirts"" y camisetas interiores de punto, de algodón",24.450000000000003,90.0,,141.0,1410.0,"Confección de prendas de vestir, excepto prendas de piel"
3964,2022-08-01,ATLANTICO,6109909000,1410.0,"""T-shirts"" y camisetas interiores de punto, de las demás materias textiles",57.0,1800.0,,141.0,1410.0,"Confección de prendas de vestir, excepto prendas de piel"
3965,2022-08-01,ATLANTICO,6114909000,1410.0,"Las demás prendas de vestir de punto, de las demás materias textiles",724.08,4105.0,,141.0,1410.0,"Confección de prendas de vestir, excepto prendas de piel"
3966,2022-08-01,ATLANTICO,6204220000,1410.0,"Conjuntos de algodón, para mujeres o niñas, excepto los de punto",20.7,3111.66,,141.0,1410.0,"Confección de prendas de vestir, excepto prendas de piel"
3967,2022-08-01,ATLANTICO,6204230000,1410.0,"Conjuntos de fibras sintéticas, para mujeres o niñas, excepto los de punto",5.0,843.12,,141.0,1410.0,"Confección de prendas de vestir, excepto prendas de piel"
3968,2022-08-01,ATLANTICO,6204420000,1410.0,"Vestidos de algodón, para mujeres o niñas, excepto los de punto",14.5,1572.4,,141.0,1410.0,"Confección de prendas de vestir, excepto prendas de piel"
3969,2022-08-01,ATLANTICO,6204430000,1410.0,"Vestidos de fibras sintéticas, para mujeres o niñas, excepto los de punto",51.17,1573.77,,141.0,1410.0,"Confección de prendas de vestir, excepto prendas de piel"
3970,2022-08-01,ATLANTICO,6204440000,1410.0,"Vestidos de fibras artificiales, para mujeres o niñas, excepto los de punto",45.85,2119.6000000000004,,141.0,1410.0,"Confección de prendas de vestir, excepto prendas de piel"
3971,2022-08-01,ATLANTICO,6204490000,1410.0,"Vestidos de las demás materias textiles, para mujeres o niñas, excepto los de punto",79.4,49571.0,,141.0,1410.0,"Confección de prendas de vestir, excepto prendas de piel"
3972,2022-08-01,ATLANTICO,6204520000,1410.0,"Faldas y faldas-pantalón de algodón, para mujeres o niñas, excepto las de punto",41.35,3386.6,,141.0,1410.0,"Confección de prendas de vestir, excepto prendas de piel"
3973,2022-08-01,ATLANTICO,6204530000,1410.0,"Faldas y faldas-pantalón de fibras sintéticas, para mujeres o niñas, excepto las de punto",14.17,1319.9,,141.0,1410.0,"Confección de prendas de vestir, excepto prendas de piel"
3974,2022-08-01,ATLANTICO,6204620000,1410.0,"Pantalones largos, pantalones con peto, pantalones cortos (calzones) y ""shorts"" de algodón, para mujeres o niñas, excepto los de punto",29.0,2477.0,,141.0,1410.0,"Confección de prendas de vestir, excepto prendas de piel"
3975,2022-08-01,ATLANTICO,6204690000,1410.0,"Pantalones, pantalones con peto, pantalones cortos (calzones) y ""shorts"" de las demás materias textiles, para mujeres o niñas, excepto los de punto",181.61,17677.76,,141.0,1410.0,"Confección de prendas de vestir, excepto prendas de piel"
3976,2022-08-01,ATLANTICO,6206300000,1410.0,"Camisas, blusas y blusas camiseras, de algodón, para mujeres o niñas, excepto las de punto",181.35,18298.34,,141.0,1410.0,"Confección de prendas de vestir, excepto prendas de piel"
3977,2022-08-01,ATLANTICO,6206400000,1410.0,"Camisas, blusas y blusas camiseras de fibras sintéticas o artificiales, para mujeres o niñas, excepto las de punto",117.2,10286.6,,141.0,1410.0,"Confección de prendas de vestir, excepto prendas de piel"
3978,2022-08-01,ATLANTICO,6210100000,1410.0,"Prendas de vestir confeccionadas con productos de las partidas 56.02 o 56.03, excepto los de punto",2493.64,44295.25,,141.0,1410.0,"Confección de prendas de vestir, excepto prendas de piel"
3979,2022-08-01,ATLANTICO,6210500000,1410.0,"Las demás prendas de vestir para mujeres o niñas, confeccionadas con productos de las partidas 59.03,59.06 o 59.07, excepto los de punto",260.0,680.0,,141.0,1410.0,"Confección de prendas de vestir, excepto prendas de piel"
3980,2022-08-01,ATLANTICO,6211420000,1410.0,"Las demás prendas de vestir de algodón, para mujeres o niñas, excepto los de punto",8.0,710.79,,141.0,1410.0,"Confección de prendas de vestir, excepto prendas de piel"
3981,2022-08-01,ATLANTICO,6211430000,1410.0,"Las demás prendas de vestir de fibras sintéticas o artificiales, para mujeres o niñas, excepto los de punto",10.6,1017.46,,141.0,1410.0,"Confección de prendas de vestir, excepto prendas de piel"
3982,2022-08-01,ATLANTICO,6212200000,1410.0,"Fajas y fajas-braga (fajas bombacha), incluso de punto",60.120000000000005,5238.58,,141.0,1410.0,"Confección de prendas de vestir, excepto prendas de piel"
3983,2022-08-01,ATLANTICO,6302109000,1392.0,"Las demás ropas de cama, de punto",60.0,300.0,,,1392.0,"Confección de artículos con materiales textiles, excepto prendas de vestir"
3984,2022-08-01,ATLANTICO,6302220000,1392.0,"Ropas de cama, de fibras sintéticas o artificiales, estampadas",3921.0,49342.020000000004,,,1392.0,"Confección de artículos con materiales textiles, excepto prendas de vestir"
3985,2022-08-01,ATLANTICO,6302310000,1392.0,"Las demás ropas de cama, de algodón",1592.0,32863.44,,,1392.0,"Confección de artículos con materiales textiles, excepto prendas de vestir"
3986,2022-08-01,ATLANTICO,6302600000,1392.0,"Ropa de tocador o de cocina, de tejido con bucles, de tipo para toalla, de algodón",576008.0,4425977.24,,,1392.0,"Confección de artículos con materiales textiles, excepto prendas de vestir"
3987,2022-08-01,ATLANTICO,6305320000,2229.0,Continentes intermedios flexibles para productos a granel de materias textiles sintéticas o artificiales,16752.97,122986.0,,,2229.0,Fabricación de artículos de plástico n.c.p.
3988,2022-08-01,ATLANTICO,6306909000,1392.0,"Deslizadores o vehículos terrestres, artículos de acampar, de las demás materias textiles",1736.98,20487.38,,,1392.0,"Confección de artículos con materiales textiles, excepto prendas de vestir"
3989,2022-08-01,ATLANTICO,6402999000,1522.0,Los demás calzados con suela y parte superior de caucho o de plástico,533.4,3024.0,,,1522.0,"Fabricación de otros tipos de calzado, excepto calzado de cuero y piel"
3990,2022-08-01,ATLANTICO,6403190000,1521.0,"Los demás calzados de deportes, con suela de caucho, plástico, cuero natural, artificial o regenerado y parte superior (corte) de cuero natural",654.0,15490.62,,,1521.0,"Fabricación de calzado de cuero y piel, con cualquier tipo de suela"
3991,2022-08-01,ATLANTICO,6404190000,1522.0,"Los demás calzados, con suela de caucho, plástico o cuero natural, artificial o regenerado y parte superior (corte) de materia textil",72.0,24.880000000000003,,,1522.0,"Fabricación de otros tipos de calzado, excepto calzado de cuero y piel"
3992,2022-08-01,ATLANTICO,6405900000,1522.0,Los demás calzados,41.17,1174.59,,,1522.0,"Fabricación de otros tipos de calzado, excepto calzado de cuero y piel"
3993,2022-08-01,ATLANTICO,6406100000,1523.0,"Partes superiores de calzado y sus partes, excepto los contrafuertes y punteras duras",1921.18,31296.85,,,1523.0,Fabricación de partes del calzado
3994,2022-08-01,ATLANTICO,6505009000,1410.0,"Los demás sombreros y demás tocados de punto o confeccionados con encaje u otro producto textil, en pieza (pero no en tiras), incluso guarnecidos",107.7,7025.5,,141.0,1410.0,"Confección de prendas de vestir, excepto prendas de piel"
3995,2022-08-01,ATLANTICO,6506990000,1410.0,"Los demás sombreros y tocados, incluso guarnecidos, de las demás materias",9.9,25.0,,141.0,1410.0,"Confección de prendas de vestir, excepto prendas de piel"
3996,2022-08-01,ATLANTICO,6802299000,2396.0,"Las demás piedras de talla o de construcción y sus manufacturas simplemente talladas o aserradas, con superficie plana o lisa",50.0,25.0,,,2396.0,"Corte, tallado y acabado de la piedra"
3997,2022-08-01,ATLANTICO,6806200000,2399.0,"Vermiculita dilatada, arcilla dilatada, espuma de escoria y productos minerales similares dilatados, incluso mezclados entre si",370.0,545.58,,,2399.0,Fabricación de otros productos minerales no metálicos n.c.p.
3998,2022-08-01,ATLANTICO,6807100000,2399.0,"Manufacturas de asfalto o de productos similares (por ejemplo: pez de petróleo, brea) en rollos",150.0,293.3,,,2399.0,Fabricación de otros productos minerales no metálicos n.c.p.
3999,2022-08-01,ATLANTICO,6810190000,2395.0,"Tejas, losetas, losas, y artículos similares de cemento, hormigón o piedra artificial, para la construcción",24187.0,12143.3,,,2395.0,"Fabricación de artículos de hormigón, cemento y yeso"
4000,2022-08-01,ATLANTICO,6811810000,2395.0,Placas onduladas que no contengan amianto (asbesto),1158379.25,549457.03,,,2395.0,"Fabricación de artículos de hormigón, cemento y yeso"
4001,2022-08-01,ATLANTICO,6811820000,2395.0,"Las demás placas, paneles, losetas, tejas y artículos similares, que no contengan amianto (asbesto)",508277.88,195940.21,,,2395.0,"Fabricación de artículos de hormigón, cemento y yeso"
4002,2022-08-01,ATLANTICO,6811890000,2395.0,Las demás manufacturas que no contengan amianto (asbesto),166896.99,107680.8,,,2395.0,"Fabricación de artículos de hormigón, cemento y yeso"
4003,2022-08-01,ATLANTICO,6815990000,2399.0,"Las demás manufacturas de piedra o demás materias minerales, no expresadas ni comprendidas en otra parte",100.45,1242.74,,,2399.0,Fabricación de otros productos minerales no metálicos n.c.p.
4004,2022-08-01,ATLANTICO,6905100000,2392.0,Tejas de productos cerámicos,12378.0,7748.0,,,2392.0,Fabricación de materiales de arcilla para la construcción
4005,2022-08-01,ATLANTICO,6912000000,2393.0,"Vajilla y demás artículos de uso doméstico, higiene o tocador, de cerámica, excepto porcelana",50.43,209.0,,,2393.0,Fabricación de otros productos de cerámica y porcelana
4006,2022-08-01,ATLANTICO,7003121000,2310.0,"Placas y hojas lisas de vidrio colado o laminado, sin armar, coloreadas en la masa, opacificadas, chapadas o con capa absorbente, reflectante o antirreflectante",589729.0,2532354.77,,231.0,2310.0,Fabricación de vidrio y productos de vidrio
4007,2022-08-01,ATLANTICO,7003191000,2310.0,"Las demás placas y hojas lisas de vidrio colado o laminado, sin armar, coloreadas en la masa, opacificadas, chapadas o con capa absorbente, reflectante o antirreflectante",650.0,175.0,,231.0,2310.0,Fabricación de vidrio y productos de vidrio
4008,2022-08-01,ATLANTICO,7004900000,2310.0,"Los demás vidrios estirados o soplados, en hojas, incluso con capa absorbente, reflectante o antirreflectante, pero sin trabajar de otro modo",3708.0,5649.23,,231.0,2310.0,Fabricación de vidrio y productos de vidrio
4009,2022-08-01,ATLANTICO,7007110000,2310.0,"Vidrio de seguridad de vidrio templado, de dimensiones y formatos que permitan su empleo en automóviles, aeronaves, barcos u otros vehículos",286.2,1919.78,,231.0,2310.0,Fabricación de vidrio y productos de vidrio
4010,2022-08-01,ATLANTICO,7007190000,2310.0,Los demás vidrios de seguridad constituidos por vidrio templado,5225.0,9624.86,,231.0,2310.0,Fabricación de vidrio y productos de vidrio
4011,2022-08-01,ATLANTICO,7008000000,2310.0,Vidrieras aislantes de paredes múltiples,147530.19,718494.1,,231.0,2310.0,Fabricación de vidrio y productos de vidrio
4012,2022-08-01,ATLANTICO,7009920000,2310.0,Espejos de vidrio enmarcados,152.0,128.7,,231.0,2310.0,Fabricación de vidrio y productos de vidrio
4013,2022-08-01,ATLANTICO,7019800000,2310.0,Lana de vidrio y sus manufacturas,2332.8,3091.81,,231.0,2310.0,Fabricación de vidrio y productos de vidrio
4014,2022-08-01,ATLANTICO,7117900000,3210.0,Los demás artículos de bisutería,0.28,35.0,,321.0,3210.0,"Fabricación de joyas, bisutería y artículos conexos"
4015,2022-08-01,ATLANTICO,7204210000,3830.0,Desperdicios y desechos de acero inoxidable,285257.0,570446.63,,383.0,3830.0,Recuperación de materiales
4016,2022-08-01,ATLANTICO,7204290000,3830.0,Los demás desperdicios y desechos de aceros aleados,85756.0,113189.4,,383.0,3830.0,Recuperación de materiales
4017,2022-08-01,ATLANTICO,7204300000,3830.0,"Desperdicios y desechos, de hierro o de acero estañados",727630.0,210982.6,,383.0,3830.0,Recuperación de materiales
4018,2022-08-01,ATLANTICO,7204490000,3830.0,"Los demás desperdicios y desechos (chatarra), de fundición, de hierro o de acero",100.0,200.0,,383.0,3830.0,Recuperación de materiales
4019,2022-08-01,ATLANTICO,7208270000,2410.0,"Los demás productos laminados planos enrollados, de hierro o acero sin alear, simplemente laminados en caliente, decapados, de espesor inferior a 3 mm",10290.0,12862.5,,241.0,2410.0,Industrias básicas de hierro y de acero
4020,2022-08-01,ATLANTICO,7208391000,2410.0,"Los demás productos enrollados, simplemente laminados en caliente, de espesor inferior a 3 mm pero superior a 1,8 mm, con un contenido de carbono superior o igual a 0,12% en peso",12460.0,13955.2,,241.0,2410.0,Industrias básicas de hierro y de acero
4021,2022-08-01,ATLANTICO,7208399900,2410.0,"Los demás productos enrollados, simplemente laminados en caliente, de espesor inferior a 3 mm pero superior a 1,8 mm",49700.0,62489.5,,241.0,2410.0,Industrias básicas de hierro y de acero
4022,2022-08-01,ATLANTICO,7209160000,2410.0,"Productos laminados planos de hierro o de acero sin alear; enrollados, simplemente laminados en frío: de espesor superior a 1 mm pero inferior a 3 mm",193470.0,230229.3,,241.0,2410.0,Industrias básicas de hierro y de acero
4023,2022-08-01,ATLANTICO,7209170090,2410.0,"Los demás productos laminados planos enrollados, de hierro o de acero sin alear, simplemente laminados en frío, de espesor superior o igual a 0.5 mm, pero inferior o igual a 1mm",238470.0,306376.73,,241.0,2410.0,Industrias básicas de hierro y de acero
4024,2022-08-01,ATLANTICO,7209270090,2410.0,"Los demás productos laminados planos sin enrollar, de hierro o de acero sin alear, simplemente laminados en frío, de espesor superior o igual a 0,5 mm pero inferior o igual a 1 mm",22.0,405.0,,241.0,2410.0,Industrias básicas de hierro y de acero
4025,2022-08-01,ATLANTICO,7210410000,2410.0,"Productos laminados planos de hierro o de acero sin alear, ondulados, de anchura superior o igual a 600 mm",88445.0,164218.5,,241.0,2410.0,Industrias básicas de hierro y de acero
4026,2022-08-01,ATLANTICO,7210490000,2410.0,"Los demás productos laminados planos de hierro o de acero sin alear, cincados de otro modo, de anchura superior o igual a 600 mm",1093749.0,1682277.96,,241.0,2410.0,Industrias básicas de hierro y de acero
4027,2022-08-01,ATLANTICO,7210709000,2410.0,"Los demás productos laminados planos de hierro o de acero sin alear, pintados, barnizados o revestidos de plástico, de anchura superior o igual a 600 mm",47112.0,93480.45,,241.0,2410.0,Industrias básicas de hierro y de acero
4028,2022-08-01,ATLANTICO,7214301000,2410.0,"Barras de hierro o acero sin alear, laminadas o extrudidas, en caliente, de acero de fácil mecanización, de sección circular de diámetro inferior o igual a 100 mm",180.0,360.0,,241.0,2410.0,Industrias básicas de hierro y de acero
4029,2022-08-01,ATLANTICO,7216210000,2410.0,"Perfiles de hierro o de acero sin alear, en l, simplemente laminados o extruidos en caliente, de altura inferior a 80 mm",210338.2,241894.45,,241.0,2410.0,Industrias básicas de hierro y de acero
4030,2022-08-01,ATLANTICO,7216320000,2410.0,"Perfiles de hierro o de acero sin alear, en I, simplemente laminados o extruidos en caliente, de altura superior o igual a 80 mm",2596.42,5260.0,,241.0,2410.0,Industrias básicas de hierro y de acero
4031,2022-08-01,ATLANTICO,7216610000,2410.0,"Perfiles simplemente obtenidos o acabados en frío, obtenidos a partir de productos laminados planos",1272.0,2500.0,,241.0,2410.0,Industrias básicas de hierro y de acero
4032,2022-08-01,ATLANTICO,7216910000,2410.0,"Los demás perfiles de hierro o de acero sin alear, obtenidos o acabados en frío, a partir de productos laminados planos",542.0,1768.0,,241.0,2410.0,Industrias básicas de hierro y de acero
4033,2022-08-01,ATLANTICO,7217100000,2410.0,"Alambres de hierro o de acero sin alear, sin revestir, incluso pulido",24169.0,31032.77,,241.0,2410.0,Industrias básicas de hierro y de acero
4034,2022-08-01,ATLANTICO,7217200000,2410.0,"Alambres de hierro o de acero sin alear, cincados",50000.0,66471.0,,241.0,2410.0,Industrias básicas de hierro y de acero
4035,2022-08-01,ATLANTICO,7225400000,2410.0,"Los demás productos laminados planos de los demás aceros aleados, de anchura superior o igual a 600 mm., simplemente laminados en caliente, sin enrollar",86403.0,226652.81,,241.0,2410.0,Industrias básicas de hierro y de acero
4036,2022-08-01,ATLANTICO,7225500090,2410.0,"Los demás productos laminados planos de los demás aceros aleados, de anchura superior o igual a 600 mm., simplemente laminados en frío",75820.0,95707.0,,241.0,2410.0,Industrias básicas de hierro y de acero
4037,2022-08-01,ATLANTICO,7225920090,2410.0,"Los demás productos laminados planos, de los demás aceros aleados, de anchura superior o igual a 600 mm., cincados de otro modo",26704.0,38529.71,,241.0,2410.0,Industrias básicas de hierro y de acero
4038,2022-08-01,ATLANTICO,7225990090,2410.0,"Los demás productos laminados planos de los demás aceros aleados, de anchura superior o igual a 600 mm",306169.0,528340.0,,241.0,2410.0,Industrias básicas de hierro y de acero
4039,2022-08-01,ATLANTICO,7226110000,2410.0,"Productos laminados planos de los demás aceros aleados, de anchura inferior a 600 mm, de acero al silicio llamado ""magnético"" (acero magnético al silicio), de grano orientado",54206.0,35775.96,,241.0,2410.0,Industrias básicas de hierro y de acero
